Page_URL,Title,Rating,Reviews,Address,Phone_Number,Price,Category,Jadwal,Plus_code,image,Opsi_Layanan,Penawaran,Pilihan_Makanan,Fasilitas,Suasana,Tipe_pengunjung,Perencanaan,Pembayaran,anak_anak,Parkir
"https://www.google.com/maps/place/TETRA+Coffee+%26+Eatery+-+Solo/@-7.5591014,110.7506099,14z/data=!4m11!1m3!2m2!1scaffe+solo!6e5!3m6!1s0x2e7a15b429f70813:0x7cdf041aa818dfb8!8m2!3d-7.5591014!4d110.7866588!15sCgpjYWZmZSBzb2xvWgwiCmNhZmZlIHNvbG-SAQtjb2ZmZWVfc2hvcOABAA!16s%2Fg%2F11l1y1h67v?entry=ttu&g_ep=EgoyMDI0MTExNy4wIKXMDSoASAFQAw%3D%3D",TETRA Coffee & Eatery - Solo,"4,6",623,"
Jl. Slamet Riyadi No.560, Jajar, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146",082136223449,Rp 25–50 rb,Kedai Kopi,"Senin Buka 24 jam
Selasa Buka 24 jam
Rabu Buka 24 jam
Kamis Buka 24 jam
Jumat Buka 24 jam
Sabtu Buka 24 jam
Minggu Buka 24 jam","CQRP+9M Jajar, Kota Surakarta, Jawa Tengah",https://lh5.googleusercontent.com/p/AF1QipNvU6xKFa8U_lH81OQ4bz1BRx5DuG6DAfaB9MR4=w408-h544-k-no,"Bawa pulang
Makan di tempat",Kopi,"Sarapan
Brunch
Makan siang
Makan malam
Hidangan penutup",Toilet,"Nyaman
Santai",Berkelompok,Menerima reservasi,"Kartu debit
Kartu kredit
Pembayaran NFC dengan ponsel","Cocok untuk anak-anak
Kursi tinggi","Banyak tempat parkir
Tempat parkir berbayar"
"https://www.google.com/maps/place/Rotan+Cafe+%26+Coffee/@-7.5734186,110.8136669,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a17ab29469b31:0x462a229a0387e01b!8m2!3d-7.5734239!4d110.8162418!16s%2Fg%2F11p02p7wqk?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjM0SAFQAw%3D%3D",Rotan Cafe & Coffee,"4,7",132,"
Jl. Honggowongso, Panularan, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57149",085173358080,Rp 25–50 rb,Kedai Kopi,"Senin 08.00–22.00
Selasa 08.00–22.00
Rabu 08.00–22.00
Kamis 08.00–22.00
Jumat 08.00–22.00
Sabtu 08.00–22.00
Minggu 08.00–22.00","CRG8+JF Panularan, Kota Surakarta, Jawa Tengah",https://lh5.googleusercontent.com/p/AF1QipOC0LOygFFF0KTfTnss3dtVhqCphTx7VX2BlSq1=w408-h240-k-no,"Tempat duduk di area terbuka
Pesan antar
Bawa pulang
Makan di tempat","Kopi
Makanan happy hour
Makanan siap saji
Minuman happy hour
Pilihan menu vegetarian","Sarapan
Brunch
Makan siang
Makan malam
Hidangan penutup","Musik live
Pertunjukan live
Memiliki bar
Toilet
Toilet netral gender
Wi-Fi
Wi-Fi Gratis","Nyaman
Santai",Berkelompok,Menerima reservasi,"Kartu debit
Kartu kredit
Kupon makanan","Cocok untuk anak-anak
Kursi tinggi
Menu anak",Tempat parkir berbayar
"https://www.google.com/maps/place/Par+Four+Cafe/@-7.57029,110.8117274,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a167ddb36b60d:0xed77dbc70118aef4!8m2!3d-7.5702953!4d110.8143023!16s%2Fg%2F1jkwmsyk1?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjM0SAFQAw%3D%3D",Par Four Cafe,"4,7",490,"
Jl. Kebangkitan Nasional No.31, Sriwedari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57141",081325985929,Rp 25–50 rb,Restoran Masakan Barat,"Senin Tutup
Selasa 16.30–00.00
Rabu 16.30–00.00
Kamis 16.30–00.00
Jumat 16.30–00.00
Sabtu 16.30–00.00
Minggu 16.30–00.00","CRH7+VP Sriwedari, Kota Surakarta, Jawa Tengah",https://lh5.googleusercontent.com/p/AF1QipOIOvKZXKmA0dpRk6kceLbKbYBISEjCqi6XHV8s=w408-h306-k-no,"Tempat duduk di area terbuka
Ambil di tepi jalan
Antar tanpa bertemu
Pesan antar
Bawa pulang
Makan di tempat
Anjing boleh masuk","Alkohol
Bir
Hidangan larut malam
Kopi
Pilihan menu vegetarian","Makan malam
Hidangan penutup","Kursi khusus pengguna kursi roda
Toilet khusus pengguna kursi roda
Memiliki bar
Toilet
Wi-Fi
Wi-Fi Gratis","Nyaman
Santai","Berkelompok
Ramah keluarga",Menerima reservasi,"Kartu debit
Kartu kredit","Cocok untuk anak-anak
Kursi tinggi
Menu anak","Agak sulit menemukan tempat parkir
Tempat parkir berbayar"
"https://www.google.com/maps/place/Socielle+Espresso+%26+Dine/@-7.5752634,110.8081195,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a17a01929b695:0x5e0fb9682705d4bb!8m2!3d-7.5752687!4d110.8106944!16s%2Fg%2F11vctsl_kf?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjM0SAFQAw%3D%3D",Socielle Espresso & Dine,"4,8",1161,"
Jl. Moh. Yamin No.181, Tipes, Kec. Serengan, Kota Surakarta, Jawa Tengah 57154",087731131107,Rp 50–100 rb,Kafe,"Senin 08.00–00.00
Selasa 08.00–00.00
Rabu 08.00–00.00
Kamis 08.00–00.00
Jumat 08.00–00.00
Sabtu 08.00–00.00
Minggu 08.00–00.00","CRF6+V7 Tipes, Kota Surakarta, Jawa Tengah",https://lh5.googleusercontent.com/p/AF1QipNASET5Hljrgj9pdYnlO4KxrnAs9RmIRfPQX9S3=w408-h544-k-no,"Tempat duduk di area terbuka
Antar tanpa bertemu
Bawa pulang
Makan di tempat","Hidangan larut malam
Kopi","Sarapan
Brunch
Makan siang
Makan malam
Hidangan penutup","Kursi khusus pengguna kursi roda
Pintu masuk khusus pengguna kursi roda
Toilet khusus pengguna kursi roda
Musik live
Pertunjukan live
Toilet","Nyaman
Santai",Berkelompok,Menerima reservasi,"Kartu debit
Kartu kredit
Pembayaran NFC dengan ponsel","Cocok untuk anak-anak
Kursi tinggi
Menu anak","Banyak tempat parkir
Tempat parkir berbayar"
"https://www.google.com/maps/place/Natahati+Coffee+%26+Eatery/@-7.5629977,110.8156871,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a1700e6ef304b:0x3c126a0bc6778d6f!8m2!3d-7.563003!4d110.818262!16s%2Fg%2F11k0_xq9kl?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjM0SAFQAw%3D%3D",Natahati Coffee & Eatery,"4,5",1443,"
Jl. Punggawan No.6, Punggawan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57132",081957470888,Rp 25–50 rb,Kafe,"Senin 08.00–22.00
Selasa 08.00–22.00
Rabu 08.00–22.00
Kamis 08.00–22.00
Jumat 08.00–22.00
Sabtu 08.00–22.00
Minggu 08.00–22.00","CRP9+Q8 Punggawan, Kota Surakarta, Jawa Tengah",https://lh5.googleusercontent.com/p/AF1QipO-Khsb60PpDDNvpv4G7R7Rg1i_G_XKVrmp4a0u=w408-h611-k-no,"Tempat duduk di area terbuka
Bawa pulang
Makan di tempat",Kopi,"Sarapan
Brunch
Makan siang
Makan malam
Hidangan penutup","Kursi khusus pengguna kursi roda
Toilet khusus pengguna kursi roda
Pertunjukan live
Toilet","Nyaman
Santai",Berkelompok,Menerima reservasi,"Kartu debit
Kartu kredit
Pembayaran NFC dengan ponsel","Cocok untuk anak-anak
Kursi tinggi
Menu anak","Banyak tempat parkir
Tempat parkir berbayar"
"https://www.google.com/maps/place/Seperdua+Kopi/@-7.5655405,110.824006,15z/data=!4m6!3m5!1s0x2e7a170cfe9be4af:0xd97756b5c4939eeb!8m2!3d-7.5655405!4d110.8430604!16s%2Fg%2F11j6skpb_5?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjM0SAFQAw%3D%3D",Seperdua Kopi,"4,7",902,"
Jl. Suryo No.117A, Jagalan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57124",081390771958,Rp 25–50 rb,Kedai Kopi,"Senin 07.00–23.00
Selasa 07.00–23.00
Rabu 07.00–23.00
Kamis 07.00–23.00
Jumat 07.00–23.00
Sabtu 07.00–23.00
Minggu 07.00–23.00","CRMV+Q6 Jagalan, Kota Surakarta, Jawa Tengah",https://lh5.googleusercontent.com/p/AF1QipMB3MxrTae-1kF2r2d9rtpxTEgMkC60EbfOhoWN=w426-h240-k-no,"Tempat duduk di area terbuka
Antar tanpa bertemu
Pesan antar
Bawa pulang
Makan di tempat",Kopi,"Sarapan
Brunch
Makan siang
Hidangan penutup","Toilet
Wi-Fi
Wi-Fi Gratis","Nyaman
Santai",Berkelompok,Menerima reservasi,"Kartu debit
Kartu kredit","
Cocok untuk anak-anak",Tempat parkir berbayar
"https://www.google.com/maps/place/Starbucks+Coffee+Solo+Square/@-7.5604906,110.7861816,17z/data=!3m2!4b1!5s0x2e7a1437467bda6b:0xcc85e72630c78e15!4m6!3m5!1s0x2e7a143746adb313:0x95c6cdc14bf37764!8m2!3d-7.5604906!4d110.7887565!16s%2Fg%2F11gh2t5m34?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjM0SAFQAw%3D%3D",Starbucks Coffee Solo Square,"4,7",1122,"
CQQQ+RG2, Square Mall Solo Lobby Utara, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146",Tidak tersedia,Rp 50–75 rb,Kedai Kopi,"Senin 10.00–22.00
Selasa 10.00–22.00
Rabu 10.00–22.00
Kamis 10.00–22.00
Jumat 10.00–22.00
Sabtu 10.00–22.00
Minggu 10.00–22.00",Tidak tersedia,https://lh5.googleusercontent.com/p/AF1QipMF__3NoKmUn3LUJa7f6ueHuKWlRXK9Y4YUyIyM=w426-h240-k-no,"Tempat duduk di area terbuka
Antar tanpa bertemu
Pesan antar
Bawa pulang
Makan di tempat",Kopi,"Sarapan
Brunch
Hidangan penutup",Toilet,"Nyaman
Santai",Berkelompok,Tidak Menerima reservasi,"Kartu debit
Kartu kredit
Pembayaran NFC dengan ponsel","Cocok untuk anak-anak
Kursi tinggi","Banyak tempat parkir
Tempat parkir berbayar"
"https://www.google.com/maps/place/Cafe+banyumili+solo/@-7.5681003,110.8079553,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a17dbccad2e09:0xcb46d99939752dcf!8m2!3d-7.5681003!4d110.8105302!16s%2Fg%2F11j4lqvcbd?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjM0SAFQAw%3D%3D",Cafe banyumili solo,"4,6",10,"
Jl. Bhayangkara No.81, Sriwedari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57141",Tidak tersedia,Rp 25–50 rb,Kafe,"Senin 10.00–00.00
Selasa 10.00–00.00
Rabu 10.00–00.00
Kamis 10.00–00.00
Jumat 10.00–00.00
Sabtu 10.00–00.00
Minggu 10.00–22.00","CRJ6+Q6 Sriwedari, Kota Surakarta, Jawa Tengah",https://lh5.googleusercontent.com/p/AF1QipMJvWPnh4o0XQM12nKi07PU91D3S3A2JLAjI3bf=w408-h509-k-no,"Tempat duduk di area terbuka
Bawa pulang
Makan di tempat","Alkohol
Kopi","Makan siang
Makan malam
Hidangan penutup","Memiliki bar
Toilet","Nyaman
Santai",Berkelompok,Menerima reservasi,Hanya Tunai,Cocok untuk anak-anak,Tempat parkir berbayar
"https://www.google.com/maps/place/Catniphora+Cafe/@-7.555068,110.8058803,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a169d91c31b2f:0xcc0d8bad3490da7d!8m2!3d-7.555068!4d110.8084552!16s%2Fg%2F11hcs0s3l3?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjM0SAFQAw%3D%3D",Catniphora Cafe,"4,4",994,"
Jl. Depok No.1, Manahan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139",02717464366,Rp 25–50 rb,Kafe,"Senin 10.00–22.00
Selasa 10.00–22.00
Rabu 10.00–22.00
Kamis 10.00–22.00
Jumat 10.00–22.00
Sabtu 10.00–23.00
Minggu 10.00–22.00","CRV5+X9 Manahan, Kota Surakarta, Jawa Tengah",https://lh5.googleusercontent.com/p/AF1QipP2yvqq96uUt3eASv_Bsguyjp0Swbfp0sQA4MKe=w408-h271-k-no,"Tempat duduk di area terbuka
Antar tanpa bertemu
Pesan antar
Bawa pulang
Makan di tempat",Kopi,"Sarapan
Brunch
Makan siang
Makan malam
Hidangan penutup",Toilet,"Nyaman
Santai",Berkelompok,Menerima reservasi,"Musik live
Pertunjukan live","Cocok untuk anak-anak
Kursi tinggi
Menu anak","Parkir di jalan berbayar
Tempat parkir berbayar"
"https://www.google.com/maps/place/Cold+'N+Brew+Solo+Balapan/@-7.5584055,110.8175291,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a179e342ce495:0xa8ab3f7745758bd3!8m2!3d-7.5584055!4d110.820104!16s%2Fg%2F11sp936hhy?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjM0SAFQAw%3D%3D",Cold 'N Brew Solo Balapan,"4,5",1078,"
Jl. Hasanudin No.129, Punggawan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57132",02716793355,Rp 25–50 rb,Kedai Kopi,"Senin 07.00–01.00
Selasa 07.00–01.00
Rabu 07.00–01.00
Kamis 07.00–00.00
Jumat Buka 24 jam
Sabtu Buka 24 jam
Minggu 07.00–01.00","CRRC+J2 Punggawan, Kota Surakarta, Jawa Tengah",https://lh5.googleusercontent.com/p/AF1QipMhkVN-mHvDGTaXRqdw0VK8WNmeDOGwb8X2sEEb=w408-h272-k-no,"Tempat duduk di area terbuka
Ambil di tepi jalan
Antar tanpa bertemu
Pesan antar
Bawa pulang
Makan di tempat","Hidangan larut malam
Kopi
Makanan happy hour
Makanan siap saji
Minuman happy hour","Sarapan
Brunch
Makan siang
Makan malam
Katering
Hidangan penutup","Kursi khusus pengguna kursi roda
Toilet khusus pengguna kursi roda
Musik live
Pertunjukan live
Tempat duduk di atap
Memiliki bar
Toilet
Toilet netral gender
Wi-Fi
Wi-Fi Gratis","Nyaman
Santai","Berkelompok
Ramah keluarga",Menerima reservasi,"Kartu debit
Kartu kredit
Pembayaran NFC dengan ponsel","Cocok untuk anak-anak
Kursi tinggi
Menu anak","Banyak tempat parkir
Tempat parkir berbayar"
"https://www.google.com/maps/place/Almamater+Coffee+%26+Eatery+Solo/@-7.5606209,110.8462289,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a170e2911d811:0xd502530cd1f7312!8m2!3d-7.5606209!4d110.8488038!16s%2Fg%2F11mw7rw6qs?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjM0SAFQAw%3D%3D",Almamater Coffee & Eatery Solo,"4,6",1809,"
Jl. Ir. Sutami No.32, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126",081393622298,Rp 25–50 rb,Kedai Kopi,"Senin 08.00–00.00
Selasa 08.00–00.00
Rabu 08.00–00.00
Kamis 08.00–00.00
Jumat 08.00–00.00
Sabtu 08.00–00.00
Minggu 08.00–00.00","CRQX+QG Jebres, Kota Surakarta, Jawa Tengah",https://lh5.googleusercontent.com/p/AF1QipOE1NqsxS3of1eDh7_1UstFlQfY4phWu_pe_k-y=w408-h544-k-no,"Tempat duduk di area terbuka
Antar tanpa bertemu
Pesan antar
Bawa pulang
Makan di tempat","Hidangan larut malam
Hidangan organik
Kopi
Makanan happy hour","Sarapan
Brunch
Makan siang
Makan malam
Hidangan penutup","Pertunjukan live
Memiliki bar
Toilet
Wi-Fi
Wi-Fi Gratis","Nyaman
Santai","Berkelompok
Ramah keluarga",Menerima reservasi,"Kartu debit
Kartu kredit
Pembayaran NFC dengan ponsel","Cocok untuk anak-anak
Kursi tinggi
Menu anak","Banyak tempat parkir
Tempat parkir berbayar"
"https://www.google.com/maps/place/Coffee+Break/@-7.566063,110.8050019,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a142a819528d1:0xdae5128dedd680f9!8m2!3d-7.566063!4d110.8075768!16s%2Fg%2F1pzw468bf?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjM0SAFQAw%3D%3D",Coffee Break,"4,9",7,"
L3 , Solo Grand Mall , JL. Slamet Riyadi No. 273 , Penumping, Laweyan, 57141 Solo, Jawa Tengah, Penumping, Laweyan, Surakarta City, Central Java 57141",08122770201,Rp 25–50 rb,Kafe,"Senin 09.00–00.00
Selasa 09.00–00.00
Rabu 09.00–00.00
Kamis 09.00–00.00
Jumat 09.00–00.00
Sabtu 09.00–00.00
Minggu 09.00–00.00","CRM5+H2 Penumping, Kota Surakarta, Jawa Tengah",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bgyqdefJTAvvvZmuebnHZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.32545&pitch=0&thumbfov=100,"Bawa pulang
Makan di tempat",Kopi,Hidangan penutup,Toilet,"Nyaman
Santai","
Berkelompok",Tidak Menerima reservasi,Hanya Tunai,Biasa,Tempat parkir berbayar
"https://www.google.com/maps/place/Lana+Seduh+dan+Singgah/@-7.5632702,110.7970712,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a1575d6fe68b5:0xe46d5c78afabf1c3!8m2!3d-7.5632702!4d110.7996461!16s%2Fg%2F11j7w3ws6v?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjM0SAFQAw%3D%3D",Lana Seduh dan Singgah,"4,8",447,"
Jl. Slamet Riyadi No.440, Purwosari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57142",Tidak tersedia,Rp 25–50 rb,Kafe,"Senin 09.00–23.00
Selasa 09.00–23.00
Rabu 09.00–23.00
Kamis 09.00–23.00
Jumat 09.00–23.00
Sabtu 09.00–23.00
Minggu 09.00–23.00","CQPX+MV Purwosari, Kota Surakarta, Jawa Tengah",https://lh5.googleusercontent.com/p/AF1QipP2r7mekPkBEzPcOh6bj-LndTIEElKbymNu4is7=w408-h306-k-no,"Ambil di tepi jalan
Antar tanpa bertemu
Pesan antar
Bawa pulang
Makan di tempat","Hidangan larut malam
Kopi","Sarapan
Brunch
Makan siang
Makan malam
Hidangan penutup",Toilet,"Nyaman
Santai","Berkelompok
Ramah keluarga",Menerima reservasi,"Kartu debit
Kartu kredit","Cocok untuk anak-anak
Kursi tinggi
Menu anak",Tempat parkir berbayar
"https://www.google.com/maps/place/Mojopahit+Coffee+Shop+%26+Eatery/@-7.549002,110.819785,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a1752c9b58c41:0xd04c6eef1b4a837e!8m2!3d-7.549002!4d110.8223599!16s%2Fg%2F11mvlpyjnk?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjM0SAFQAw%3D%3D",Mojopahit Coffee Shop & Eatery,"4,8",794,"
Jl. Majapahit IV No.8a, Nusukan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57135",0811888686,Rp 25–50 rb,Restoran,"Senin 09.00–21.00
Selasa 09.00–21.00
Rabu 09.00–21.00
Kamis 09.00–21.00
Jumat 09.00–21.00
Sabtu 09.00–21.00
Minggu 09.00–21.00","FR2C+9W Nusukan, Kota Surakarta, Jawa Tengah",https://lh5.googleusercontent.com/p/AF1QipPsjtn2eImProkZXGv5rvf13wKcC4cwZ8xttRlB=w408-h544-k-no,"Tempat duduk di area terbuka
Bawa pulang
Makan di tempat","Hidangan larut malam
Hidangan organik
Kopi
Makanan halal
Pilihan menu vegetarian","Brunch
Makan siang
Makan malam
Hidangan penutup
Tempat duduk","Tempat duduk di atap
Toilet
Wi-Fi
Wi-Fi Gratis","Nyaman
Santai","Berkelompok
Ramah keluarga",Menerima reservasi,"Kartu debit
Kartu kredit","Cocok untuk anak-anak
Kursi tinggi
Menu anak",Tempat parkir berbayar
"https://www.google.com/maps/place/BLOOMS+Coffee+%26+Eatery/@-7.5973885,110.8122555,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a17c04691d951:0x8ac07751a0ddefdc!8m2!3d-7.5973885!4d110.8148304!16s%2Fg%2F11t9jkhc4r?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjM0SAFQAw%3D%3D",BLOOMS Coffee & Eatery,"4,5",84,"
Ruko Saraswati Jln. Ir. Soekarno No : 12 Dusun I, Madegondo Kec : Grogol Kab : Sukoharjo Solo Baru, Jawa Tengah 57552",081362727278,Rp 25–50 rb,Kedai Kopi,"Senin 10.00–22.00
Selasa 10.00–22.00
Rabu 10.00–22.00
Kamis 10.00–22.00
Jumat 10.00–23.00
Sabtu 10.00–23.00
Minggu 09.00–22.00","CR37+2W Madegondo, Kabupaten Sukoharjo, Jawa Tengah",https://lh5.googleusercontent.com/p/AF1QipO889QRlzJYWdP0mW613bkAaEFRZhhiS7nsxsLv=w408-h306-k-no,"Tempat duduk di area terbuka
Pesan antar
Bawa pulang
Makan di tempat",Kopi,"Sarapan
Brunch
Makan siang
Makan malam
Hidangan penutup",Toilet,"Nyaman
Santai",Berkelompok,"
Menerima reservasi","Kartu debit
Kartu kredit",Cocok untuk anak-anak,Tempat parkir berbayar
"https://www.google.com/maps/place/Cekopi+Combi+OJK/@-7.5663819,110.8078135,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a1662fa7b486f:0x6676f658e2453174!8m2!3d-7.5663819!4d110.8103884!16s%2Fg%2F11hd1rps22?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjM0SAFQAw%3D%3D",Cekopi Combi OJK,"4,7",260,"
Ngarsopuro Jalan Birgjend, Jl. Slamet Riyadi, Keprabon, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57131",085643453500,Rp 1–25.000,Kedai Kopi,"Senin 18.00–00.00
Selasa 18.00–00.00
Rabu 18.00–00.00
Kamis 18.00–00.00
Jumat 18.00–00.00
Sabtu 18.00–00.00
Minggu 18.00–00.00","CRM6+C5 Sriwedari, Kota Surakarta, Jawa Tengah",https://lh5.googleusercontent.com/p/AF1QipNOMxv8eM-YEsvMwdoECi8AyrQQTTPj8p-IGjio=w408-h408-k-no,"Tempat duduk di area terbuka
Ambil di tepi jalan
Antar tanpa bertemu
Pesan antar
Drive-through
Bawa pulang
Makan di tempat",Kopi,Hidangan penutup,"Toilet
Toilet netral gender","Nyaman
Santai",Berkelompok,Menerima reservasi,Hanya Tunai,Biasa,Tempat parkir berbayar
"https://www.google.com/maps/place/A%26M+Co.+Solo/@-7.5592622,110.8248814,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a17ee22c7f107:0x718839c70f647df9!8m2!3d-7.5592622!4d110.8274563!16s%2Fg%2F11g1_rk0w3?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjM0SAFQAw%3D%3D",A&M Co. Solo,"4,6",2825,"
Jl. Abdul Rahman Saleh No.1, Setabelan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139",0271666698,Rp 25–50 rb,Restoran,"Senin 07.00–00.00
Selasa 07.00–00.00
Rabu 07.00–00.00
Kamis 07.00–00.00
Jumat 07.00–01.00
Sabtu 07.00–01.00
Minggu 07.00–00.00","CRRG+7X Setabelan, Kota Surakarta, Jawa Tengah",https://lh5.googleusercontent.com/p/AF1QipMeGfVkxVBb2xLxq5iMrBiqoZeyMKGBJGNvidPP=w716-h240-k-no,"Tempat duduk di area terbuka
Antar tanpa bertemu
Pesan antar
Layanan di tempat
Bawa pulang
Makan di tempat","Alkohol
Anggur
Bir
Hidangan larut malam
Hidangan organik
Koktail
Kopi
Makanan halal
Minuman happy hour
Minuman keras
Pilihan menu vegetarian
Salad prasmanan","Sarapan
Brunch
Makan siang
Makan malam
Katering
Hidangan penutup","Kursi khusus pengguna kursi roda
Pintu masuk khusus pengguna kursi roda
Tempat parkir khusus pengguna kursi roda
Toilet khusus pengguna kursi roda
Memiliki bar
Toilet
Wi-Fi
Wi-Fi Gratis","Kelas atas
Nyaman
Santai","Berkelompok
Ramah keluarga",Menerima reservasi,"Kartu debit
Kartu kredit
Pembayaran NFC dengan ponsel","Cocok untuk anak-anak
Kursi tinggi
Menu anak","Banyak tempat parkir
Tempat parkir berbayar"
"https://www.google.com/maps/place/Sociallatte+coffee+%26+eatery/@-7.5626867,110.8061879,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a1767ab613855:0x13692e98e5fe5178!8m2!3d-7.5626867!4d110.8087628!16s%2Fg%2F11l1y3mpy8?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjM0SAFQAw%3D%3D",Sociallatte coffee & eatery,"4,6",189,"
Jl. Mawar No.7b, RT.4/RW.5, Mangkubumen, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139",08992331888,Rp 25–50 rb,Kedai Kopi,"Senin 07.00–23.00
Selasa 07.00–23.00
Rabu 07.00–23.00
Kamis 07.00–23.00
Jumat 07.00–00.00
Sabtu 07.00–00.00
Minggu 07.00–23.00","CRP5+WG Mangkubumen, Kota Surakarta, Jawa Tengah",https://lh5.googleusercontent.com/p/AF1QipONBS3hEi67ibdfD0OU8CvpS9uF6CJqdJKAvTKc=w408-h544-k-no,"Tempat duduk di area terbuka
Bawa pulang
Makan di tempat","Kopi
Makanan siap saji","Sarapan
Makan siang
Hidangan penutup","Musik live
Pertunjukan live
Toilet","Nyaman
Santai",Berkelompok,Menerima reservasi,"Kartu debit
Kartu kredit
Pembayaran NFC dengan ponsel",Cocok untuk anak-anak,"Tempat parkir berbayar
Tempat parkir gratis"
"https://www.google.com/maps/place/Gemati+Coffee/@-7.6428318,110.5029431,12z/data=!4m7!3m6!1s0x2e7a15e51d5db663:0xaf6734ccd6c8c80c!8m2!3d-7.5508062!4d110.7716536!15sCg1HZW1hdGkgQ29mZmVlWg8iDWdlbWF0aSBjb2ZmZWWSAQtjb2ZmZWVfc2hvcOABAA!16s%2Fg%2F11rkh_wfrt?entry=tts&g_ep=EgoyMDI0MTEyNC4xIPu8ASoJLDEwMjExMjM0SAFQAw%3D%3D",Gemati Coffee,"4,7",382,"
Jl. Matoa Raya I, Karangasem, Kec. Laweyan, Kota Surakarta, Jawa Tengah",08895201500,Rp 25–50 rb,Kedai Kopi,"Senin 10.00–00.00
Selasa 10.00–00.00
Rabu 10.00–00.00
Kamis 10.00–00.00
Jumat 10.00–00.00
Sabtu 10.00–00.00
Minggu 10.00–00.00","CQXC+MM Karangasem, Kota Surakarta, Jawa Tengah",https://lh5.googleusercontent.com/p/AF1QipPEPCxXjlm3Pk542u-jZQ1RuRlUJp7VBfutb0nj=w408-h306-k-no,"Tempat duduk di area terbuka
Antar tanpa bertemu
Pesan antar
Bawa pulang
Makan di tempat
Anjing boleh masuk","Alkohol
Kopi
Makanan happy hour","Brunch
Makan siang
Makan malam
Katering
Hidangan penutup
Tempat duduk","Musik live
Pertunjukan live
Memiliki bar
Toilet
Wi-Fi
Wi-Fi Gratis","Nyaman
Santai","Berkelompok
Ramah keluarga",Menerima reservasi,"Kartu debit
Kartu kredit
Pembayaran NFC dengan ponsel","Cocok untuk anak-anak
Kursi tinggi
Menu anak",Tempat parkir berbayar
